locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_00250	CDS	885	gcvA_1			Glycine cleavage system transcriptional activator
AFKFBACJ_00251	gene	375				
AFKFBACJ_00251	CDS	375				hypothetical protein
AFKFBACJ_00252	gene	963	hsaD_2			
AFKFBACJ_00252	CDS	963	hsaD_2	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
AFKFBACJ_00253	gene	651	hisG_1			
AFKFBACJ_00253	CDS	651	hisG_1	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AFKFBACJ_00254	gene	1137	hisD			
AFKFBACJ_00254	CDS	1137	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AFKFBACJ_00255	gene	921				
AFKFBACJ_00255	CDS	921				hypothetical protein
AFKFBACJ_00256	gene	534				
AFKFBACJ_00256	CDS	534				hypothetical protein
AFKFBACJ_00257	gene	783				
AFKFBACJ_00257	CDS	783				hypothetical protein
AFKFBACJ_00258	gene	1155	lldD			
AFKFBACJ_00258	CDS	1155	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
AFKFBACJ_00259	gene	1092	rhaT			
AFKFBACJ_00259	CDS	1092	rhaT		COG0697	L-rhamnose-proton symporter
AFKFBACJ_00260	gene	1689	fadD3_2			
AFKFBACJ_00260	CDS	1689	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AFKFBACJ_00261	gene	714	fucP_2			
AFKFBACJ_00261	CDS	714	fucP_2		COG0738	L-fucose-proton symporter
AFKFBACJ_00262	gene	444				
AFKFBACJ_00262	CDS	444				hypothetical protein
AFKFBACJ_00263	gene	1428	plcB			
AFKFBACJ_00263	CDS	1428	plcB	3.1.4.3	COG3511	Phospholipase C 2
AFKFBACJ_00264	gene	750				
AFKFBACJ_00264	CDS	750				hypothetical protein
AFKFBACJ_00265	gene	336				
AFKFBACJ_00265	CDS	336				hypothetical protein
AFKFBACJ_00266	gene	501				
AFKFBACJ_00266	CDS	501				hypothetical protein
AFKFBACJ_00267	gene	90				
AFKFBACJ_00267	CDS	90				hypothetical protein
AFKFBACJ_00268	gene	2577				
AFKFBACJ_00268	CDS	2577		3.5.1.23		Neutral ceramidase
AFKFBACJ_00269	gene	885	dsbD_1			
AFKFBACJ_00269	CDS	885	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AFKFBACJ_00270	gene	633	resA_2			
AFKFBACJ_00270	CDS	633	resA_2			Thiol-disulfide oxidoreductase ResA
AFKFBACJ_00271	gene	588				
AFKFBACJ_00271	CDS	588				hypothetical protein
AFKFBACJ_00272	gene	966	iaaA			
AFKFBACJ_00272	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
AFKFBACJ_00273	gene	1299				
AFKFBACJ_00273	CDS	1299				hypothetical protein
AFKFBACJ_00274	gene	1290				
AFKFBACJ_00274	CDS	1290			COG2200	putative signaling protein
AFKFBACJ_00275	gene	2646				
AFKFBACJ_00275	CDS	2646				hypothetical protein
AFKFBACJ_00276	gene	2442				
AFKFBACJ_00276	CDS	2442				hypothetical protein
AFKFBACJ_00277	gene	975	oppD			
AFKFBACJ_00277	CDS	975	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
AFKFBACJ_00278	gene	591	oppC			
AFKFBACJ_00278	CDS	591	oppC		COG1173	Oligopeptide transport system permease protein OppC
AFKFBACJ_00279	gene	246				
AFKFBACJ_00279	CDS	246				hypothetical protein
AFKFBACJ_00280	gene	669	cpoB			
AFKFBACJ_00280	CDS	669	cpoB			Cell division coordinator CpoB
AFKFBACJ_00281	gene	345				
AFKFBACJ_00281	CDS	345				hypothetical protein
AFKFBACJ_00282	gene	210				
AFKFBACJ_00282	CDS	210				hypothetical protein
AFKFBACJ_00283	gene	474				
AFKFBACJ_00283	CDS	474				hypothetical protein
AFKFBACJ_00284	gene	975	mltF_1			
AFKFBACJ_00284	CDS	975	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AFKFBACJ_00285	gene	1308	nrtA_1			
AFKFBACJ_00285	CDS	1308	nrtA_1		COG0715	Nitrate/nitrite binding protein NrtA
AFKFBACJ_00286	gene	576	pdtaR_1			
AFKFBACJ_00286	CDS	576	pdtaR_1		COG3707	putative transcriptional regulatory protein pdtaR
AFKFBACJ_00287	gene	1107				
AFKFBACJ_00287	CDS	1107				hypothetical protein
AFKFBACJ_00288	gene	225				
AFKFBACJ_00288	CDS	225				hypothetical protein
AFKFBACJ_00289	gene	936				
AFKFBACJ_00289	CDS	936				hypothetical protein
AFKFBACJ_00290	gene	621				
AFKFBACJ_00290	CDS	621				hypothetical protein
AFKFBACJ_00291	gene	834				
AFKFBACJ_00291	CDS	834				hypothetical protein
AFKFBACJ_00292	gene	2100				
AFKFBACJ_00292	CDS	2100				hypothetical protein
AFKFBACJ_00293	gene	888				
AFKFBACJ_00293	CDS	888				hypothetical protein
AFKFBACJ_00294	gene	867				
AFKFBACJ_00294	CDS	867				hypothetical protein
AFKFBACJ_00295	gene	1152	ynfM_1			
AFKFBACJ_00295	CDS	1152	ynfM_1			Inner membrane transport protein YnfM
AFKFBACJ_00296	gene	333				
AFKFBACJ_00296	CDS	333				hypothetical protein
AFKFBACJ_00297	gene	1119	ald_1			
AFKFBACJ_00297	CDS	1119	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
AFKFBACJ_00298	gene	369				
AFKFBACJ_00298	CDS	369				hypothetical protein
AFKFBACJ_00299	gene	1605				
AFKFBACJ_00299	CDS	1605				hypothetical protein
AFKFBACJ_00300	gene	903				
AFKFBACJ_00300	CDS	903				hypothetical protein
AFKFBACJ_00301	gene	852	yhdG_2			
AFKFBACJ_00301	CDS	852	yhdG_2		COG0531	putative amino acid permease YhdG
AFKFBACJ_00302	gene	384				
AFKFBACJ_00302	CDS	384				hypothetical protein
AFKFBACJ_00303	gene	297				
AFKFBACJ_00303	CDS	297				hypothetical protein
AFKFBACJ_00304	gene	1179				
AFKFBACJ_00304	CDS	1179				hypothetical protein
AFKFBACJ_00305	gene	471				
AFKFBACJ_00305	CDS	471				hypothetical protein
AFKFBACJ_00306	gene	630				
AFKFBACJ_00306	CDS	630				hypothetical protein
AFKFBACJ_00307	gene	2028				
AFKFBACJ_00307	CDS	2028				hypothetical protein
AFKFBACJ_00308	gene	327				
AFKFBACJ_00308	CDS	327				hypothetical protein
AFKFBACJ_00309	gene	786				
AFKFBACJ_00309	CDS	786				hypothetical protein
AFKFBACJ_00310	gene	834				
AFKFBACJ_00310	CDS	834				hypothetical protein
AFKFBACJ_00311	gene	798				
AFKFBACJ_00311	CDS	798				hypothetical protein
AFKFBACJ_00312	gene	1041				
AFKFBACJ_00312	CDS	1041				hypothetical protein
AFKFBACJ_00313	gene	564				
AFKFBACJ_00313	CDS	564				hypothetical protein
AFKFBACJ_00314	gene	261				
AFKFBACJ_00314	CDS	261				hypothetical protein
AFKFBACJ_00315	gene	765				
AFKFBACJ_00315	CDS	765				hypothetical protein
AFKFBACJ_00316	gene	990				
AFKFBACJ_00316	CDS	990				hypothetical protein
AFKFBACJ_00317	gene	681				
AFKFBACJ_00317	CDS	681				hypothetical protein
AFKFBACJ_00318	gene	849				
AFKFBACJ_00318	CDS	849				hypothetical protein
AFKFBACJ_00319	gene	198				
AFKFBACJ_00319	CDS	198				hypothetical protein
AFKFBACJ_00320	gene	1455	trpB			
AFKFBACJ_00320	CDS	1455	trpB	4.2.1.20		Tryptophan synthase beta chain
AFKFBACJ_00321	gene	810	ygiD			
AFKFBACJ_00321	CDS	810	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
AFKFBACJ_00322	gene	741				
AFKFBACJ_00322	CDS	741		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
AFKFBACJ_00323	gene	498	lysN			
AFKFBACJ_00323	CDS	498	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
AFKFBACJ_00324	gene	351				
AFKFBACJ_00324	CDS	351				hypothetical protein
AFKFBACJ_00325	gene	597				
AFKFBACJ_00325	CDS	597				hypothetical protein
AFKFBACJ_00326	gene	990	oleB_1			
AFKFBACJ_00326	CDS	990	oleB_1	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
AFKFBACJ_00327	gene	840	sadH_1			
AFKFBACJ_00327	CDS	840	sadH_1	1.-.-.-		Putative oxidoreductase SadH
AFKFBACJ_00328	gene	1239				
AFKFBACJ_00328	CDS	1239		1.-.-.-		NADH oxidase
AFKFBACJ_00329	gene	285				
AFKFBACJ_00329	CDS	285				hypothetical protein
AFKFBACJ_00330	gene	204				
AFKFBACJ_00330	CDS	204				hypothetical protein
AFKFBACJ_00331	gene	969	rpoN_1			
AFKFBACJ_00331	CDS	969	rpoN_1		COG1508	RNA polymerase sigma-54 factor
AFKFBACJ_00332	gene	888				
AFKFBACJ_00332	CDS	888				hypothetical protein
AFKFBACJ_00333	gene	213				
AFKFBACJ_00333	CDS	213				hypothetical protein
AFKFBACJ_00334	gene	2922	pknD_3			
AFKFBACJ_00334	CDS	2922	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
AFKFBACJ_00335	gene	552				
AFKFBACJ_00335	CDS	552				hypothetical protein
AFKFBACJ_00336	gene	585	lptB_1			
AFKFBACJ_00336	CDS	585	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AFKFBACJ_00337	gene	1851				
AFKFBACJ_00337	CDS	1851				hypothetical protein
AFKFBACJ_00338	gene	1443				
AFKFBACJ_00338	CDS	1443				hypothetical protein
AFKFBACJ_00339	gene	1314	dctA			
AFKFBACJ_00339	CDS	1314	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
AFKFBACJ_00340	gene	681				
AFKFBACJ_00340	CDS	681				hypothetical protein
AFKFBACJ_00341	gene	411				
AFKFBACJ_00341	CDS	411				hypothetical protein
AFKFBACJ_00342	gene	975				
AFKFBACJ_00342	CDS	975				hypothetical protein
AFKFBACJ_00343	gene	705	yfcG_1			
AFKFBACJ_00343	CDS	705	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AFKFBACJ_00344	gene	927	tsdA_1			
AFKFBACJ_00344	CDS	927	tsdA_1	1.8.2.2		Thiosulfate dehydrogenase
AFKFBACJ_00345	gene	630				
AFKFBACJ_00345	CDS	630				hypothetical protein
AFKFBACJ_00346	gene	624				
AFKFBACJ_00346	CDS	624				hypothetical protein
AFKFBACJ_00347	gene	372	yybR			
AFKFBACJ_00347	CDS	372	yybR		COG1733	putative HTH-type transcriptional regulator YybR
AFKFBACJ_00348	gene	1368				
AFKFBACJ_00348	CDS	1368				putative protein
AFKFBACJ_00349	gene	291				
AFKFBACJ_00349	CDS	291				hypothetical protein
AFKFBACJ_00350	gene	621				
AFKFBACJ_00350	CDS	621				hypothetical protein
AFKFBACJ_00351	gene	3108	mdtB			
AFKFBACJ_00351	CDS	3108	mdtB			Multidrug resistance protein MdtB
AFKFBACJ_00352	gene	1350	mdtA_1			
AFKFBACJ_00352	CDS	1350	mdtA_1			Multidrug resistance protein MdtA
AFKFBACJ_00353	gene	330				
AFKFBACJ_00353	CDS	330				hypothetical protein
AFKFBACJ_00354	gene	2310				
AFKFBACJ_00354	CDS	2310				hypothetical protein
AFKFBACJ_00355	gene	1620				
AFKFBACJ_00355	CDS	1620		1.4.3.2	COG1231	L-amino acid oxidase
AFKFBACJ_00356	gene	477				
AFKFBACJ_00356	CDS	477				hypothetical protein
AFKFBACJ_00357	gene	426	ohrB_2			
AFKFBACJ_00357	CDS	426	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
AFKFBACJ_00358	gene	453	ohrR_1			
AFKFBACJ_00358	CDS	453	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
AFKFBACJ_00359	gene	1581	fadE_1			
AFKFBACJ_00359	CDS	1581	fadE_1	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
AFKFBACJ_00360	gene	486	fabG_1			
AFKFBACJ_00360	CDS	486	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AFKFBACJ_00361	gene	1545	glpD			
AFKFBACJ_00361	CDS	1545	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
AFKFBACJ_00362	gene	2292	volA_1			
AFKFBACJ_00362	CDS	2292	volA_1		COG1073	Lysophospholipase VolA
AFKFBACJ_00363	gene	423				
AFKFBACJ_00363	CDS	423				hypothetical protein
AFKFBACJ_00364	gene	717				
AFKFBACJ_00364	CDS	717				hypothetical protein
AFKFBACJ_00365	gene	273				
AFKFBACJ_00365	CDS	273				hypothetical protein
AFKFBACJ_00366	gene	2613	nasA			
AFKFBACJ_00366	CDS	2613	nasA	1.7.-.-		Nitrate reductase
AFKFBACJ_00367	gene	624	nasD			
AFKFBACJ_00367	CDS	624	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AFKFBACJ_00368	gene	474				
AFKFBACJ_00368	CDS	474				hypothetical protein
AFKFBACJ_00369	gene	1035				
AFKFBACJ_00369	CDS	1035				hypothetical protein
AFKFBACJ_00370	gene	90				
AFKFBACJ_00370	CDS	90				hypothetical protein
AFKFBACJ_00371	gene	720				
AFKFBACJ_00371	CDS	720				hypothetical protein
AFKFBACJ_00372	gene	867	hcaB_1			
AFKFBACJ_00372	CDS	867	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AFKFBACJ_00373	gene	213	capB			
AFKFBACJ_00373	CDS	213	capB			Cold shock protein CapB
AFKFBACJ_00374	gene	1158				
AFKFBACJ_00374	CDS	1158				hypothetical protein
AFKFBACJ_00375	gene	1296	yfeW_2			
AFKFBACJ_00375	CDS	1296	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
AFKFBACJ_00376	gene	318				
AFKFBACJ_00376	CDS	318				hypothetical protein
AFKFBACJ_00377	gene	291				
AFKFBACJ_00377	CDS	291				hypothetical protein
AFKFBACJ_00378	gene	462				
AFKFBACJ_00378	CDS	462				hypothetical protein
AFKFBACJ_00379	gene	462				
AFKFBACJ_00379	CDS	462				hypothetical protein
AFKFBACJ_00380	gene	720	lpxH_1			
AFKFBACJ_00380	CDS	720	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
AFKFBACJ_00381	gene	606	ppiA			
AFKFBACJ_00381	CDS	606	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
AFKFBACJ_00382	gene	963	dusA			
AFKFBACJ_00382	CDS	963	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
AFKFBACJ_00383	gene	1893	btuB_5			
AFKFBACJ_00383	CDS	1893	btuB_5			Vitamin B12 transporter BtuB
AFKFBACJ_00384	gene	378	oxyR_1			
AFKFBACJ_00384	CDS	378	oxyR_1			Hydrogen peroxide-inducible genes activator
AFKFBACJ_00385	gene	672				
AFKFBACJ_00385	CDS	672				hypothetical protein
AFKFBACJ_00386	gene	1155	cpdA_1			
AFKFBACJ_00386	CDS	1155	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AFKFBACJ_00387	gene	1320				
AFKFBACJ_00387	CDS	1320				hypothetical protein
AFKFBACJ_00388	gene	633				
AFKFBACJ_00388	CDS	633				hypothetical protein
AFKFBACJ_00389	gene	1218				
AFKFBACJ_00389	CDS	1218				hypothetical protein
AFKFBACJ_00390	gene	1920				
AFKFBACJ_00390	CDS	1920				hypothetical protein
AFKFBACJ_00391	gene	435	nsrR			
AFKFBACJ_00391	CDS	435	nsrR		COG1959	HTH-type transcriptional repressor NsrR
AFKFBACJ_00392	gene	345	pdtaR_2			
AFKFBACJ_00392	CDS	345	pdtaR_2		COG3707	putative transcriptional regulatory protein pdtaR
AFKFBACJ_00393	gene	1254	nrtA_2			
AFKFBACJ_00393	CDS	1254	nrtA_2		COG0715	Nitrate/nitrite binding protein NrtA
AFKFBACJ_00394	gene	969	pal_1			
AFKFBACJ_00394	CDS	969	pal_1			Peptidoglycan-associated lipoprotein
AFKFBACJ_00395	gene	1593				
AFKFBACJ_00395	CDS	1593				hypothetical protein
AFKFBACJ_00396	gene	300				
AFKFBACJ_00396	CDS	300				hypothetical protein
AFKFBACJ_00397	gene	855				
AFKFBACJ_00397	CDS	855				hypothetical protein
AFKFBACJ_00398	gene	501	greB_1			
AFKFBACJ_00398	CDS	501	greB_1			Transcription elongation factor GreB
AFKFBACJ_00399	gene	642	glmU			
AFKFBACJ_00399	CDS	642	glmU	2.7.7.23		Bifunctional protein GlmU
AFKFBACJ_00400	gene	1101	pucA_1			
AFKFBACJ_00400	CDS	1101	pucA_1	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
AFKFBACJ_00401	gene	924				
AFKFBACJ_00401	CDS	924				hypothetical protein
AFKFBACJ_00402	gene	300				
AFKFBACJ_00402	CDS	300				hypothetical protein
AFKFBACJ_00403	gene	591				
AFKFBACJ_00403	CDS	591				hypothetical protein
AFKFBACJ_00404	gene	1308				
AFKFBACJ_00404	CDS	1308				hypothetical protein
AFKFBACJ_00405	gene	336				
AFKFBACJ_00405	CDS	336				hypothetical protein
AFKFBACJ_00406	gene	918				
AFKFBACJ_00406	CDS	918				hypothetical protein
AFKFBACJ_00407	gene	1188				
AFKFBACJ_00407	CDS	1188				hypothetical protein
AFKFBACJ_00408	gene	792				
AFKFBACJ_00408	CDS	792				hypothetical protein
AFKFBACJ_00409	gene	768	czcD_1			
AFKFBACJ_00409	CDS	768	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AFKFBACJ_00410	gene	1005	yhfP_1			
AFKFBACJ_00410	CDS	1005	yhfP_1	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
AFKFBACJ_00411	gene	621	pdxH_1			
AFKFBACJ_00411	CDS	621	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
AFKFBACJ_00412	gene	489				
AFKFBACJ_00412	CDS	489				hypothetical protein
AFKFBACJ_00413	gene	663	serB1_1			
AFKFBACJ_00413	CDS	663	serB1_1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
AFKFBACJ_00414	gene	537	rppH_1			
AFKFBACJ_00414	CDS	537	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AFKFBACJ_00415	gene	216				
AFKFBACJ_00415	CDS	216				hypothetical protein
AFKFBACJ_00416	gene	486	bfr			
AFKFBACJ_00416	CDS	486	bfr	1.16.3.1	COG2193	Bacterioferritin
AFKFBACJ_00417	gene	447				
AFKFBACJ_00417	CDS	447				hypothetical protein
AFKFBACJ_00418	gene	225				
AFKFBACJ_00418	CDS	225				hypothetical protein
AFKFBACJ_00419	gene	201				
AFKFBACJ_00419	CDS	201				hypothetical protein
AFKFBACJ_00420	gene	1209	emrA_1			
AFKFBACJ_00420	CDS	1209	emrA_1		COG1566	Multidrug export protein EmrA
AFKFBACJ_00421	gene	1434	oprM_1			
AFKFBACJ_00421	CDS	1434	oprM_1		COG1538	Outer membrane protein OprM
AFKFBACJ_00422	gene	483	slyA_1			
AFKFBACJ_00422	CDS	483	slyA_1			Transcriptional regulator SlyA
AFKFBACJ_00423	gene	1605	yveA			
AFKFBACJ_00423	CDS	1605	yveA		COG0531	Aspartate-proton symporter
AFKFBACJ_00424	gene	270				
AFKFBACJ_00424	CDS	270				hypothetical protein
AFKFBACJ_00425	gene	309				
AFKFBACJ_00425	CDS	309				hypothetical protein
AFKFBACJ_00426	gene	1197				
AFKFBACJ_00426	CDS	1197				hypothetical protein
AFKFBACJ_00427	gene	636				
AFKFBACJ_00427	CDS	636				hypothetical protein
AFKFBACJ_00428	gene	1614	tsdB			
AFKFBACJ_00428	CDS	1614	tsdB	1.14.13.220	COG0654	putative NADH-specific resorcinol 4-hydroxylase
AFKFBACJ_00429	gene	1131	rdmE			
AFKFBACJ_00429	CDS	1131	rdmE	1.14.13.180		Aklavinone 12-hydroxylase RdmE
AFKFBACJ_00430	gene	633				
AFKFBACJ_00430	CDS	633				hypothetical protein
AFKFBACJ_00431	gene	423				
AFKFBACJ_00431	CDS	423				hypothetical protein
AFKFBACJ_00432	gene	1710				
AFKFBACJ_00432	CDS	1710			COG3653	putative protein
AFKFBACJ_00433	gene	762				
AFKFBACJ_00433	CDS	762				hypothetical protein
AFKFBACJ_00434	gene	693				
AFKFBACJ_00434	CDS	693				hypothetical protein
AFKFBACJ_00435	gene	747				
AFKFBACJ_00435	CDS	747		1.-.-.-	COG1028	putative oxidoreductase
AFKFBACJ_00436	gene	495	srpB			
AFKFBACJ_00436	CDS	495	srpB		COG1285	Protein SrpB
AFKFBACJ_00437	gene	651				
AFKFBACJ_00437	CDS	651				hypothetical protein
AFKFBACJ_00438	gene	513				
AFKFBACJ_00438	CDS	513		2.3.1.-	COG1670	Acetyltransferase
AFKFBACJ_00439	gene	255				
AFKFBACJ_00439	CDS	255				hypothetical protein
AFKFBACJ_00440	gene	744				
AFKFBACJ_00440	CDS	744				hypothetical protein
AFKFBACJ_00441	gene	405				
AFKFBACJ_00441	CDS	405				hypothetical protein
AFKFBACJ_00442	gene	912				
AFKFBACJ_00442	CDS	912				hypothetical protein
AFKFBACJ_00443	gene	531	tadA_1			
AFKFBACJ_00443	CDS	531	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
AFKFBACJ_00444	gene	885				
AFKFBACJ_00444	CDS	885				hypothetical protein
AFKFBACJ_00445	gene	441				
AFKFBACJ_00445	CDS	441				hypothetical protein
AFKFBACJ_00446	gene	1536	katG			
AFKFBACJ_00446	CDS	1536	katG	1.11.1.21	COG0376	Catalase-peroxidase
AFKFBACJ_00447	gene	1716				
AFKFBACJ_00447	CDS	1716				hypothetical protein
AFKFBACJ_00448	gene	894	hcaR_1			
AFKFBACJ_00448	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
AFKFBACJ_00449	gene	747	barS1			
AFKFBACJ_00449	CDS	747	barS1	1.1.1.413		A-factor type gamma-butyrolactone 1'-reductase (1S-forming)
AFKFBACJ_00450	gene	1458	cnrA			
AFKFBACJ_00450	CDS	1458	cnrA			Nickel and cobalt resistance protein CnrA
AFKFBACJ_00451	gene	108				
AFKFBACJ_00451	CDS	108				hypothetical protein
AFKFBACJ_00452	gene	1410				
AFKFBACJ_00452	CDS	1410				hypothetical protein
AFKFBACJ_00453	gene	468				
AFKFBACJ_00453	CDS	468				hypothetical protein
AFKFBACJ_00454	gene	363	petE_1			
AFKFBACJ_00454	CDS	363	petE_1			Plastocyanin
AFKFBACJ_00455	gene	1260				
AFKFBACJ_00455	CDS	1260				hypothetical protein
AFKFBACJ_00456	gene	180				
AFKFBACJ_00456	CDS	180				hypothetical protein
AFKFBACJ_00457	gene	2145	fhuA_1			
AFKFBACJ_00457	CDS	2145	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
AFKFBACJ_00458	gene	2199	cntO_1			
AFKFBACJ_00458	CDS	2199	cntO_1			Metal-pseudopaline receptor CntO
AFKFBACJ_00459	gene	1155				
AFKFBACJ_00459	CDS	1155				hypothetical protein
AFKFBACJ_00460	gene	294				
AFKFBACJ_00460	CDS	294				hypothetical protein
AFKFBACJ_00461	gene	1392				
AFKFBACJ_00461	CDS	1392				hypothetical protein
AFKFBACJ_00462	gene	489				
AFKFBACJ_00462	CDS	489				hypothetical protein
AFKFBACJ_00463	gene	1125	sfnR			
AFKFBACJ_00463	CDS	1125	sfnR		COG1221	Sigma54-dependent transcriptional activator SfnR
AFKFBACJ_00464	gene	432				
AFKFBACJ_00464	CDS	432				hypothetical protein
AFKFBACJ_00465	gene	696				
AFKFBACJ_00465	CDS	696				hypothetical protein
AFKFBACJ_00466	gene	171				
AFKFBACJ_00466	CDS	171				hypothetical protein
AFKFBACJ_00467	gene	1167				
AFKFBACJ_00467	CDS	1167			COG1680	putative protein
AFKFBACJ_00468	gene	825	COQ5_1			
AFKFBACJ_00468	CDS	825	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AFKFBACJ_00469	gene	315				
AFKFBACJ_00469	CDS	315				hypothetical protein
AFKFBACJ_00470	gene	447				
AFKFBACJ_00470	CDS	447				hypothetical protein
AFKFBACJ_00471	gene	228				
AFKFBACJ_00471	CDS	228				hypothetical protein
AFKFBACJ_00472	gene	501				
AFKFBACJ_00472	CDS	501				hypothetical protein
AFKFBACJ_00473	gene	453				
AFKFBACJ_00473	CDS	453				hypothetical protein
AFKFBACJ_00474	gene	1290				
AFKFBACJ_00474	CDS	1290		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
AFKFBACJ_00475	gene	681				
AFKFBACJ_00475	CDS	681				hypothetical protein
AFKFBACJ_00476	gene	417				
AFKFBACJ_00476	CDS	417				hypothetical protein
AFKFBACJ_00477	gene	2394	silP_2			
AFKFBACJ_00477	CDS	2394	silP_2	7.2.2.15		Silver exporting P-type ATPase
AFKFBACJ_00478	gene	297				
AFKFBACJ_00478	CDS	297				hypothetical protein
AFKFBACJ_00479	gene	798				
AFKFBACJ_00479	CDS	798		1.-.-.-		putative oxidoreductase
AFKFBACJ_00480	gene	870	garR			
AFKFBACJ_00480	CDS	870	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
AFKFBACJ_00481	gene	1455	urdA			
AFKFBACJ_00481	CDS	1455	urdA	1.3.99.33	COG1053	Urocanate reductase
AFKFBACJ_00482	gene	1176	kshA_2			
AFKFBACJ_00482	CDS	1176	kshA_2	1.14.13.-		putative 3-ketosteroid-9-alpha-monooxygenase, oxygenase component
AFKFBACJ_00483	gene	378				
AFKFBACJ_00483	CDS	378				hypothetical protein
AFKFBACJ_00484	gene	885				
AFKFBACJ_00484	CDS	885				hypothetical protein
AFKFBACJ_00485	gene	420				
AFKFBACJ_00485	CDS	420				hypothetical protein
AFKFBACJ_00486	gene	231				
AFKFBACJ_00486	CDS	231				hypothetical protein
AFKFBACJ_00487	gene	447				
AFKFBACJ_00487	CDS	447				hypothetical protein
AFKFBACJ_00488	gene	315				
AFKFBACJ_00488	CDS	315				hypothetical protein
AFKFBACJ_00489	gene	831	COQ5_2			
AFKFBACJ_00489	CDS	831	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AFKFBACJ_00490	gene	1083				
AFKFBACJ_00490	CDS	1083				hypothetical protein
AFKFBACJ_00491	gene	1167				
AFKFBACJ_00491	CDS	1167			COG1680	putative protein
AFKFBACJ_00492	gene	2250	pknD_4			
AFKFBACJ_00492	CDS	2250	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
AFKFBACJ_00493	gene	822	prpC			
AFKFBACJ_00493	CDS	822	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
AFKFBACJ_00494	gene	696				
AFKFBACJ_00494	CDS	696				hypothetical protein
AFKFBACJ_00495	gene	390				
AFKFBACJ_00495	CDS	390				hypothetical protein
AFKFBACJ_00496	gene	555				
AFKFBACJ_00496	CDS	555				hypothetical protein
AFKFBACJ_00497	gene	462				
AFKFBACJ_00497	CDS	462				hypothetical protein
AFKFBACJ_00498	gene	300				
AFKFBACJ_00498	CDS	300				hypothetical protein
AFKFBACJ_00499	gene	198				
AFKFBACJ_00499	CDS	198				hypothetical protein
AFKFBACJ_00500	gene	585	resA_3			
AFKFBACJ_00500	CDS	585	resA_3		COG0526	Thiol-disulfide oxidoreductase ResA
